reaction_id,equation,delta_G0_prime_kJ_per_mol,status
MDDEP3pp,C00001 + cpd15514 = cpd15510,-201.65000419537864,ok
MDDEP4pp,C00001 + cpd15508 = cpd15507,,skipped (unbalanced)
PE180abcpp,C00002 + C00001 = 0 CHEBI:39934 + C00008 + C00080 + C00009,-27.36519874790435,ok
PAPA140,C00001 + CHEBI:62085 = MNXM146479 + C00009,,skipped (unbalanced)
MLTGY1pp,cpd15505 = 2 cpd15398,-361.10625036254714,ok
EX_3cmp_e,3cmp_e --> ,,skipped (unmapped)
CGLYtex,cgly_e <=> cgly_p,,skipped (unmapped)
3HAD40,C01271 = C04246 + C00001,,skipped (unbalanced)
PLIPA1E141pp,C00001 + MNXM3693 = MNXM3447 + C00080 + MNXM641,,skipped (unbalanced)
3OAS60,MNXM90458 + C00080 + C01209 = C05746 + C00229 + C00011,,skipped (unbalanced)
3OAS160,C00080 + C01209 + MNXM89779 = C05762 + C00229 + C00011,,skipped (unbalanced)
PAPA141,C00001 + cpd15523 = MNXM4940 + C00009,,skipped (unbalanced)
PAPA161,C00001 + cpd15525 = MNXM3774 + C00009,,skipped (unbalanced)
GTHOXtex,gthox_e <=> gthox_p,,skipped (unmapped)
DSBAO1,cpd15447 + C17569 = cpd15446 + CHEBI:61682,,skipped (unbalanced)
DSBAO2,cpd15447 + CHEBI:44027 = cpd15446 + CHEBI:61684,,skipped (unbalanced)
DSBDR,cpd15450 + C00342 = cpd15451 + C00343,,skipped (unbalanced)
TDSR1,cpd15448 + cpd15451 = cpd15449 + cpd15450,0.0,ok
CGLYabcpp,C00002 + C00001 = 0 C01419 + C00008 + C00080 + C00009,-27.36519874790435,ok
PLIPA2A120pp,C00001 + cpd15521 = CHEBI:62840 + MNXM162258 + C00080,,skipped (unbalanced)
PLIPA2A160pp,C00001 + CHEBI:72859 = cpd15327 + C00080 + C00249,,skipped (unbalanced)
CLPNH180pp,MNXM5079 + C00001 = C00080 + CHEBI:82921 + cpd15540,,skipped (unbalanced)
3OAR60,C05746 + C00080 + C00005 = C05747 + C00006,,skipped (unbalanced)
3OAR80,C05750 + C00080 + C00005 = C04620 + C00006,,skipped (unbalanced)
MLDCP3App,C00001 + cpd15513 = C00993 + cpd15502,,skipped (unbalanced)
MLDCP1Bpp,C00001 + cpd15505 = C00133 + cpd15504,95.7084821219496,ok
2AGPE181tipp,2agpe181_p --> 2agpe181_c,,skipped (unmapped)
2AGPA140tipp,2tdecg3p_p --> 2tdecg3p_c,,skipped (unmapped)
LPLIPAL2E120,cpd26439 + C00001 = MNXM162258 + C01233 + C00080,,skipped (unbalanced)
EAR100x,C00080 + C00004 + C05754 = MNXM90236 + C00003,,skipped (unbalanced)
EAR120x,C00080 + C00004 + C05758 = MNXM89851 + C00003,,skipped (unbalanced)
EAR160x,C00080 + C00004 + C05763 = C00003 + MNXM2026,,skipped (unbalanced)
2AGPA160tipp,2hdecg3p_p --> 2hdecg3p_c,,skipped (unmapped)
ATHRDHr,C05519 + C00006 = C03508 + C00080 + C00005,16.769440845418785,ok
2AGPA180tipp,2odecg3p_p --> 2odecg3p_c,,skipped (unmapped)
2AGPA141tipp,2tdec7eg3p_p --> 2tdec7eg3p_c,,skipped (unmapped)
EAR140y,C00080 + C00005 + C05760 = MNXM89779 + C00006,,skipped (unbalanced)
3OAS121,MNXM7186 + C00080 + C01209 = cpd15373 + C00229 + C00011,,skipped (unbalanced)
3OAS80,C00080 + MNXM90722 + C01209 = C05750 + C00229 + C00011,,skipped (unbalanced)
3OAS100,C00080 + C01209 + MNXM90185 = C05753 + C00229 + C00011,,skipped (unbalanced)
3OAS120,MNXM90236 + C00080 + C01209 = C05756 + C00229 + C00011,,skipped (unbalanced)
LSERDHr,C00006 + C00065 = C11822 + C00080 + C00005,18.151761585493432,ok
3OAR40,C05744 + C00080 + C00005 = C01271 + C00006,,skipped (unbalanced)
3OAR100,C05753 + C00080 + C00005 = C04619 + C00006,,skipped (unbalanced)
DSERDHr,C00006 + C00740 = C11822 + C00080 + C00005,19.564756271040324,ok
3HAD60,C05747 = C00001 + C05748,,skipped (unbalanced)
3HAD100,C04619 = C00001 + C05754,,skipped (unbalanced)
3HAD140,C04688 = C00001 + C05760,,skipped (unbalanced)
3HAD160,C04633 = C00001 + C05763,,skipped (unbalanced)
EX_urate_e,urate_e --> ,,skipped (unmapped)
PSD120,C00080 + MNXM7659 = C00011 + MNXM2858,,skipped (unbalanced)
AGPAT180,CHEBI:74565 + MNXM3075 = C00229 + CHEBI:82921,,skipped (unbalanced)
AGPAT141,cpd15330 + MNXM162426 = C00229 + cpd15523,0.0,ok
PAPA120,C00001 + cpd15521 = MNXM4939 + C00009,,skipped (unbalanced)
EX_skm_e,skm_e --> ,,skipped (unmapped)
EX_cpgn_un_e,cpgn_un_e --> ,,skipped (unmapped)
MDDEP1pp,C00001 + cpd15506 = cpd15505,,skipped (unbalanced)
MDDEP2pp,C00001 + cpd15503 = cpd15504,238.16545775380382,ok
AGPAT161,cpd15326 + MNXM89949 = C00229 + cpd15525,0.0,ok
DASYN120,C00063 + C00080 + cpd15521 = cpd15417 + C00013,,skipped (unbalanced)
EAR40x,C04246 + C00080 + C00004 = MNXM90458 + C00003,,skipped (unbalanced)
EAR60y,C00080 + C00005 + C05748 = MNXM90722 + C00006,,skipped (unbalanced)
MLDEP1pp,C00001 + cpd15502 = cpd15501,457.5921538644279,ok
PSD181,C00080 + MNXM7662 = C00011 + MNXM2150,,skipped (unbalanced)
DAGK180,MNXM4217 + C00002 = C00008 + C00080 + CHEBI:82921,,skipped (unbalanced)
DAGK181,MNXM3775 + C00002 = C00008 + C00080 + cpd15527,,skipped (unbalanced)
MLDEP2pp,C00001 + cpd15513 = cpd15509,,skipped (unbalanced)
EX_ag_e,ag_e --> ,,skipped (unmapped)
MLTGY2pp,cpd15504 = cpd15397 + cpd15398,-129.77853439294995,ok
PLIPA2E120pp,C00001 + MNXM2858 = cpd26432 + MNXM162258 + C00080,,skipped (unbalanced)
PLIPA2G141pp,C00001 + MNXM2029 = MNXM6604 + C00080 + MNXM641,,skipped (unbalanced)
MLTGY4pp,cpd15507 = cpd15398 + cpd15506,,skipped (unbalanced)
EAR60x,C00080 + C00004 + C05748 = MNXM90722 + C00003,,skipped (unbalanced)
PLIPA2G161pp,C00001 + cpd15539 = MNXM6606 + C00080 + MNXM950,,skipped (unbalanced)
EX_cys__D_e,cys__D_e --> ,,skipped (unmapped)
LPLIPAL1A120pp,CHEBI:62840 + C00001 = MNXM162258 + C00093 + C00080,,skipped (unbalanced)
LPLIPAL1A140pp,CHEBI:62833 + C00001 = C00093 + C00080 + MNXM162239,,skipped (unbalanced)
EAR80x,C00080 + C00004 + C05751 = C00003 + MNXM90185,,skipped (unbalanced)
PE181abcpp,C00002 + C00001 = 0 MNXM2150 + C00008 + C00080 + C00009,-27.36519874790435,ok
12DGR161tipp,12dgr161_p --> 12dgr161_c,,skipped (unmapped)
12DGR181tipp,12dgr181_p --> 12dgr181_c,,skipped (unmapped)
NTP11,C01345 + C00001 = C01344 + C00080 + C00009,-33.239295431739784,ok
LPLIPAL1A181pp,cpd15328 + C00001 = C00093 + C00080 + C00712,,skipped (unbalanced)
LPLIPAL1E120pp,cpd26432 + C00001 = MNXM162258 + C01233 + C00080,,skipped (unbalanced)
3OAR180,cpd15377 + C00080 + C00005 = C16220 + C00006,,skipped (unbalanced)
G3PAT120,MNXM89851 + C00093 = CHEBI:62840 + C00229,,skipped (unbalanced)
PGSA120,cpd15417 + C00093 = C00055 + C00080 + MNXM5266,,skipped (unbalanced)
3OAS180,C00080 + C01209 + MNXM2026 = cpd15377 + C00229 + C00011,,skipped (unbalanced)
3HAD180,C16220 = C00001 + C16221,,skipped (unbalanced)
CDAPPA120,cpd15417 + C00001 = C00055 + 2 C00080 + cpd15521,,skipped (unbalanced)
TDSR2,cpd15451 + cpd15452 = cpd15450 + cpd15453,0.0,ok
EX_acser_e,acser_e --> ,,skipped (unmapped)
GTHRDtex,gthrd_e <=> gthrd_p,,skipped (unmapped)
GTHRDabc2pp,C00002 + C00001 = 0 C00051 + C00008 + C00080 + C00009,-27.36519874790435,ok
OMMBLHX3,CHEBI:60656 + 2 C00002 + 3 C00001 + C00003 = CHEBI:1231 + 2 C00008 + 3 C00080 + C00004 + 2 C00009,-40.73429768654604,ok
PSSA120,cpd15417 + C00065 = C00055 + C00080 + MNXM7659,,skipped (unbalanced)
UM4PL,cpd15387 + C00002 + C01050 = C00008 + C00080 + C00009 + cpd15579,,skipped (unbalanced)
2MAHMP,C04752 + C00001 = CHEBI:44219 + C00080 + C00009,-35.5715409251389,ok
EX_cu_e,cu_e --> ,,skipped (unmapped)
ZN2tpp,zn2_p --> zn2_c,,skipped (unmapped)
NI2tpp,ni2_p --> ni2_c,,skipped (unmapped)
EX_arbtn_e,arbtn_e --> ,,skipped (unmapped)
COBALT2t3pp, = 0 C00175 + 0 C00080,0.0,ok
23DAPPAt2pp, = 0 C03401 + 0 C00080,0.0,ok
NADHPO,C00027 + C00080 + C00004 = 2 C00001 + C00003,-324.3197502219591,ok
ACOAD7f,C00016 + C00154 = C01352 + C05272,40.5916057253512,ok
ACOAD8f,C00016 + C00412 = C01352 + C16218,37.84151948918088,ok
PLIPA1A120pp,C00001 + cpd15521 = cpd15350 + MNXM162258,,skipped (unbalanced)
ACOAD5f,C01832 + C00016 = C03221 + C01352,37.84151948917997,ok
PLIPA1A140pp,C00001 + CHEBI:62085 = cpd15363 + MNXM162239,,skipped (unbalanced)
EX_dopa_e,dopa_e --> ,,skipped (unmapped)
PLIPA1A141pp,C00001 + cpd15523 = cpd15362 + MNXM641,,skipped (unbalanced)
PLIPA1A160pp,C00001 + CHEBI:72859 = cpd15355 + C00249,,skipped (unbalanced)
PLIPA1A161pp,C00001 + cpd15525 = cpd15354 + MNXM950,,skipped (unbalanced)
PLIPA1A180pp,C00001 + CHEBI:82921 = cpd15358 + C01530,,skipped (unbalanced)
LPLIPAL2A120,cpd15350 + C00001 = MNXM162258 + C00093 + 2 C00080,,skipped (unbalanced)
CAt6pp, = 0 C00076 + 0 C01330,0.0,ok
ACOAD3f,C00016 + C01944 = C01352 + C05276,37.841519489179746,ok
ACOAD2f,C00016 + MNXM162502 = C01352 + C05271,,skipped (unbalanced)
ACOAD4f,MNXM162283 + C00016 = C05275 + C01352,,skipped (unbalanced)
ACOAD6f,C00016 + C02593 = C01352 + C05273,37.84151948917997,ok
NADH16pp,C00080 + C00004 + C17569 = C00003 + CHEBI:61682,-134.80190995013726,ok
NADH18pp,CHEBI:48455 + C00080 + C00004 = CHEBI:61873 + C00003,-49.277224671006934,ok
EX_tartr__D_e,tartr__D_e --> ,,skipped (unmapped)
GLYBt2pp, = 0 C00719 + 0 C00080,0.0,ok
5DGLCNt2rpp, = 0 C01062 + 0 C00080,0.0,ok
GALCTNt2pp, = 0 C00880 + 0 C00080,0.0,ok
GALCTNLtex,galctn__L_e <=> galctn__L_p,,skipped (unmapped)
EX_galctn__L_e,galctn__L_e --> ,,skipped (unmapped)
DSERt2pp, = 0 C00080 + 0 C00740,0.0,ok
EX_hom__L_e,hom__L_e --> ,,skipped (unmapped)
ALAt4pp, = 0 C00041 + 0 C01330,0.0,ok
LYSt3pp, = 0 C00080 + 0 C00047,0.0,ok
KDUI,C04053 = CHEBI:29071,-2.0014245583451498,ok
EX_tungs_e,tungs_e <=> ,,skipped (unmapped)
CA2t3pp, = 0 C00076 + 0 C00080,0.0,ok
CTBTCAL2,C00002 + C00010 + C04114 = C00008 + C20748 + C00009,5.829935485429864,ok
OBTFL,C00109 + C00010 = C00058 + C00100,-3.5569274338458854,ok
NADH17pp,C00080 + CHEBI:44027 + C00004 = CHEBI:61684 + C00003,-26.86433259952173,ok
FA161ACPHi,C00001 + MNXM89949 = C00229 + C00080 + MNXM950,,skipped (unbalanced)
BGLA1,MNXM147389 + C00001 = C00092 + C00031,,skipped (unbalanced)
FA141ACPHi,C00001 + MNXM162426 = C00229 + C00080 + MNXM641,,skipped (unbalanced)
THRt2pp, = 0 C00080 + 0 C00188,0.0,ok
ARGt3pp, = 0 C00062 + 0 C00080,0.0,ok
FA160ACPHi,C00001 + MNXM2026 = C00229 + C00080 + C00249,,skipped (unbalanced)
MALDtex,mal__D_e <=> mal__D_p,,skipped (unmapped)
OROTtex,orot_e <=> orot_p,,skipped (unmapped)
EX_crn__D_e,crn__D_e --> ,,skipped (unmapped)
GDPMNP,C00096 + C00001 = C00144 + 2 C00080 + C00636,-26.155124572551244,ok
OPHHX3,C05810 + 2 C00002 + 3 C00001 + C00003 = C05811 + 2 C00008 + 3 C00080 + C00004 + 2 C00009,-40.741756273859565,ok
AMMQLT8,CHEBI:61873 + C00019 = C00021 + C00080 + CHEBI:61684,-22.783445109389845,ok
FA120ACPHi,MNXM89851 + C00001 = C00229 + MNXM162258 + C00080,,skipped (unbalanced)
FA80ACPHi,C00001 + MNXM90185 = C00229 + C00080 + C06423,,skipped (unbalanced)
FA140ACPHi,C00001 + MNXM89779 = C00229 + C00080 + MNXM162239,,skipped (unbalanced)
PPAt4pp, = 0 C01330 + 0 MNXM162260,0.0,ok
OROTt2_2pp, = 0 C00080 + 0 C00295,0.0,ok
MALDt2_2pp, = 0 C00080 + 0 C00497,0.0,ok
FA100ACPHi,MNXM90236 + C00001 = C00229 + MNXM162295 + C00080,,skipped (unbalanced)
CRNDCAL2,C00002 + C00010 + C15025 = C00008 + CHEBI:62047 + C00009,7.845672691648183,ok
5DGLCNtex,5dglcn_e <=> 5dglcn_p,,skipped (unmapped)
EX_LalaDgluMdapDala_e,LalaDgluMdapDala_e --> ,,skipped (unmapped)
EX_5dglcn_e,5dglcn_e --> ,,skipped (unmapped)
DTARTD,C02107 = C00001 + C00036,-33.911505090655496,ok
CRNCAL2,C00002 + C00010 + C00318 = C00008 + C20750 + C00009,5.216606653210242,ok
CHLt2pp, = 0 C00114 + 0 C00080,0.0,ok
GLYt4pp, = 0 C00037 + 0 C01330,0.0,ok
PLIPA2E161pp,C00001 + cpd29055 = MNXM6601 + C00080 + MNXM950,,skipped (unbalanced)
PLIPA2E180pp,C00001 + CHEBI:39934 = C21484 + C00080 + C01530,-23.541302184834734,ok
FRULYSE,CHEBI:61403 = C16488,0.0,ok
FRULYSt2pp, = 0 C16488 + 0 C00080,0.0,ok
EX_LalaDgluMdap_e,LalaDgluMdap_e --> ,,skipped (unmapped)
EX_psclys_e,psclys_e --> ,,skipped (unmapped)
TUNGStex,tungs_e <=> tungs_p,,skipped (unmapped)
PLIPA2G120pp,C00001 + MNXM1771 = cpd26430 + MNXM162258 + C00080,,skipped (unbalanced)
PLIPA2G180pp,C00001 + cpd15540 = CHEBI:72827 + C00080 + C01530,-23.541304173493103,ok
LPLIPAL1A161pp,cpd15326 + C00001 = C00093 + C00080 + MNXM950,,skipped (unbalanced)
LPLIPAL1A160pp,cpd15327 + C00001 = C00093 + C00080 + C00249,,skipped (unbalanced)
PSCLYSt2pp, = 0 C00080 + 0 CHEBI:61403,0.0,ok
LYSt2pp, = 0 C00080 + 0 C00047,0.0,ok
COBALT2tpp,cobalt2_p --> cobalt2_c,,skipped (unmapped)
OXCDC,C00080 + C00313 = C00011 + C00798,-22.62693939795031,ok
LPLIPAL2A140,cpd15363 + C00001 = C00093 + 2 C00080 + MNXM162239,,skipped (unbalanced)
LPLIPAL2A160,cpd15355 + C00001 = C00093 + 2 C00080 + C00249,,skipped (unbalanced)
LPLIPAL2A161,cpd15354 + C00001 = C00093 + 2 C00080 + MNXM950,,skipped (unbalanced)
LPLIPAL2A180,cpd15358 + C00001 = C00093 + 2 C00080 + C01530,,skipped (unbalanced)
GLYt2pp, = 0 C00037 + 0 C00080,0.0,ok
ALAt2pp, = 0 C00041 + 0 C00080,0.0,ok
EX_anhgm_e,anhgm_e --> ,,skipped (unmapped)
BALAt2pp, = 0 C00099 + 0 C00080,0.0,ok
DALAt2pp, = 0 C00133 + 0 C00080,0.0,ok
FE2tpp,fe2_p --> fe2_c,,skipped (unmapped)
LPLIPAL2A181,cpd15357 + C00001 = C00093 + 2 C00080 + C00712,,skipped (unbalanced)
DM_aacald_c,aacald_c --> ,,skipped (unmapped)
UM3PL,cpd15386 + C00002 + C01050 = C00008 + C00080 + C00009 + CHEBI:13460,,skipped (unbalanced)
MN2tpp,mn2_p --> mn2_c,,skipped (unmapped)
MG2tpp,mg2_p --> mg2_c,,skipped (unmapped)
5MTRtex,5mtr_e <=> 5mtr_p,,skipped (unmapped)
NI2t3pp, = 0 C00080 + 0 C19609,0.0,ok
PPAtex,ppa_e <=> ppa_p,,skipped (unmapped)
GALCTNLt2pp, = 0 C15930 + 0 C00080,0.0,ok
GALCTLO,C15930 + C00003 = C00080 + C00004 + C00558,18.261873307545955,ok
THYMt3pp, = 0 C00080 + 0 C00178,0.0,ok
CLt3_2pp, = 0 C00698 + 0 C00080,0.0,ok
EX_ppal_e,ppal_e --> ,,skipped (unmapped)
POR5,C00010 + 2 MNXM145809 + C00022 = C00024 + C00011 + 2 cpd15465 + C00080,,skipped (unbalanced)
HACD8,C16216 + C00080 + C00004 = CHEBI:50577 + C00003,-18.66970598065609,ok
CTECOAI8,MNXM1848 = C16218,,skipped (unbalanced)
CTECOAI6,MNXM2290 = C05273,,skipped (unbalanced)
MTHTHFSs,C00001 + CHEBI:71316 = C21382,-0.031100742693183747,ok
SELGTHR,4 C00051 + 2 C00080 + C05684 = C18870 + C00127 + 3 C00001,82.15054831155163,ok
SELGTHR3,MNXM148268 + C00005 = C00051 + C00006 + C01528,,skipped (unbalanced)
EX_slnt_e,slnt_e <=> ,,skipped (unmapped)
MALCOAMT,C00019 + C00083 = C00021 + CHEBI:71242,54.02504983381414,ok
PSCLYStex,psclys_e <=> psclys_p,,skipped (unmapped)
THYMtex,thym_e <=> thym_p,,skipped (unmapped)
CU2tpp,cu2_p --> cu2_c,,skipped (unmapped)
FE2t3pp, = 0 C14818 + 0 C00080,0.0,ok
MN2t3pp, = 0 C00080 + 0 C19610,0.0,ok
MG2t3_2pp, = 0 C00080 + 0 C00305,0.0,ok
CD2tpp,cd2_p --> cd2_c,,skipped (unmapped)
ETHAt2pp, = 0 C00189 + 0 C00080,0.0,ok
FE3abcpp,C00002 + C00001 = 0 C14819 + C00008 + C00080 + C00009,-27.36519874790435,ok
THRA,C00188 = C00084 + C00037,9.963660450678816,ok
OGMEACPS,C00080 + C01209 + CHEBI:71242 = C00011 + C00010 + MNXM147799,,skipped (unbalanced)
OGMEACPR,C00080 + C00005 + MNXM147799 = C20373 + C00006,,skipped (unbalanced)
OPMEACPS,C20375 + C00080 + C01209 = C00229 + C00011 + MNXM147801,,skipped (unbalanced)
LIPAabctex,C00002 + C00001 = 0 C06026 + C00008 + C00080 + C00009,-27.36519874790435,ok
DGUNC,2 C00044 = MNXM148172 + 2 C00013,,skipped (unbalanced)
XYLK2,C00002 + C00312 = C00008 + C00080 + C03291,-23.60703235040677,ok
GLDBRAN2,cpd15413 = C00182,,skipped (unbalanced)
LALADGLUtex,LalaDglu_e <=> LalaDglu_p,,skipped (unmapped)
S2FE2SR,MNXM147395 + C00002 + C00001 + MNXM147307 + MNXM147310 = C00008 + 5 C00080 + C00009 + MNXM147308 + MNXM147309,-36.446862750359124,ok
CDGUNPD,MNXM148172 + C00001 = C18076 + C00080,,skipped (unbalanced)
ACACT8r,C16216 + C00010 = C00024 + C00154,-32.92027552925947,ok
LALALGLUtpp, = 0 C20958 + 0 C00080,0.0,ok
CTECOAI7,MNXM90167 = C05272,,skipped (unbalanced)
CLIPAabctex,C00002 + C00001 = 0 CHEBI:61522 + C00008 + C00080 + C00009,-27.36519874790435,ok
3AMACHYD,C20253 + C00001 + C00080 = C00222 + C00014,-17.08543259285227,ok
K2L4Aabctex,C00002 + C00001 = 0 C06025 + C00008 + C00080 + C00009,-27.36519874790435,ok
FDH4pp,C00058 + C00080 + C17569 = C00011 + CHEBI:61682,-149.0162364812752,ok
FDH5pp,C00058 + C00080 + CHEBI:44027 = C00011 + CHEBI:61684,-41.07865913065962,ok
ACPPAT140,C00080 + MNXM89779 + C00009 = C00229 + MNXM147613,,skipped (unbalanced)
APG3PAT140,C00093 + MNXM147613 = CHEBI:62833 + C00080 + C00009,,skipped (unbalanced)
LDGUNPD,C18076 + C00001 = 2 C00144 + C00080,-247.7194313551645,ok
MPTAT,C00002 + C00080 + C05924 = C19848 + C00013,-1.3865385169096243,ok
APG3PAT141,C00093 + MNXM147614 = cpd15330 + C00080 + C00009,,skipped (unbalanced)
MOADSUx,MNXM146402 + MNXM148352 + C00004 = C00020 + MNXM146401 + MNXM148354 + C00003,,skipped (unbalanced)
3HPPtex,3hpp_e <=> 3hpp_p,,skipped (unmapped)
CMtpp, = 0 C00918 + 0 C00080,0.0,ok
FUSAtpp, = 0 C06694 + 0 C00080,0.0,ok
APG3PAT181,C00093 + MNXM147529 = cpd15328 + C00080 + C00009,,skipped (unbalanced)
APH140,C00001 + MNXM147613 = 2 C00080 + C00009 + MNXM162239,,skipped (unbalanced)
APH160,C00001 + MNXM147481 = 2 C00080 + C00249 + C00009,,skipped (unbalanced)
OPMEACPD,C20377 = C20378 + C00001,,skipped (unbalanced)
EPMEACPR,C20378 + C00080 + C00005 = C00006 + C19846,,skipped (unbalanced)
RFAMPtex,rfamp_e <=> rfamp_p,,skipped (unmapped)
MINCYCtex,mincyc_e <=> mincyc_p,,skipped (unmapped)
AOXSr2,C00041 + C19845 = C01092 + C00229 + C00011,,skipped (unbalanced)
MINCYCtpp, = 0 C00080 + 0 C07225,0.0,ok
MEOHtrpp,meoh_p <=> meoh_c,,skipped (unmapped)
EX_LalaDglu_e,LalaDglu_e --> ,,skipped (unmapped)
SCYSDS,C00097 + MNXM147309 = C00041 + MNXM147310,,skipped (unbalanced)
DOXRBCNtex,doxrbcn_e <=> doxrbcn_p,,skipped (unmapped)
DOXRBCNtpp, = 0 C01661 + 0 C00080,0.0,ok
S2FE2SS,C00002 + C01352 + 2 C14818 + C00001 + MNXM147307 + 2 MNXM147310 = C00008 + C00016 + 7 C00080 + C00009 + MNXM147308 + 2 MNXM147309,,skipped (unbalanced)
S4FE4SR,C01352 + 2 C00080 + MNXM148512 = C00016 + MNXM148511,,skipped (unbalanced)
CCGS,C00002 + C20248 + C00014 = C00008 + C00001 + C00080 + C00009 + C15996,-101.38399354554267,ok
SELtex,sel_e <=> sel_p,,skipped (unmapped)
SELR,CHEBI:61684 + C05697 = C00001 + CHEBI:44027 + C05684,-0.3707395157308899,ok
OGMEACPD,C20373 = C20374 + C00001,,skipped (unbalanced)
EGMEACPR,C20374 + C00080 + C00005 = C20375 + C00006,,skipped (unbalanced)
OPMEACPR,C00080 + C00005 + MNXM147801 = C20377 + C00006,,skipped (unbalanced)
PMEACPE,C00001 + C19846 = C00132 + C19845,,skipped (unbalanced)
ETOHtrpp,etoh_p <=> etoh_c,,skipped (unmapped)
REPHACCOAI,MNXM148501 = C19975,,skipped (unbalanced)
ACPPAT141,C00080 + C00009 + MNXM162426 = C00229 + MNXM147614,,skipped (unbalanced)
ACPPAT161,C00080 + MNXM89949 + C00009 = C00229 + MNXM147482,,skipped (unbalanced)
ACPPAT180,C00080 + MNXM3075 + C00009 = C00229 + MNXM147528,,skipped (unbalanced)
APG3PAT160,C00093 + MNXM147481 = cpd15327 + C00080 + C00009,,skipped (unbalanced)
APG3PAT161,C00093 + MNXM147482 = cpd15326 + C00080 + C00009,,skipped (unbalanced)
MEOHtex,meoh_e <=> meoh_p,,skipped (unmapped)
EX_5mtr_e,5mtr_e --> ,,skipped (unmapped)
APG3PAT180,C00093 + MNXM147528 = CHEBI:74565 + C00080 + C00009,,skipped (unbalanced)
ICYSDS,C00097 + MNXM146401 = C00041 + MNXM146402,,skipped (unbalanced)
MECDPDH5,C11453 + 2 cpd15465 + C00080 = 2 MNXM145809 + C11811 + C00001,,skipped (unbalanced)
CDGR,3 C00080 + 2 C00005 + C15996 = 2 C00006 + C16675,73.44488721318123,ok
RNTR1c2,C00002 + 2 cpd15465 + 2 C00080 = C00131 + 2 MNXM145809 + C00001,,skipped (unbalanced)
RNTR2c2,2 cpd15465 + C00044 + 2 C00080 = C00286 + 2 MNXM145809 + C00001,,skipped (unbalanced)
I4FE4SR,C01352 + 2 C00080 + MNXM148287 = C00016 + MNXM148286,,skipped (unbalanced)
S2FE2ST,4 C00080 + MNXM147308 = CHEBI:21134 + MNXM147307,0.0,ok
BMOCOS,CHEBI:60525 + C19848 = C00020 + MNXM147053 + C00070,,skipped (unbalanced)
BWCOS,C19848 + MNXM148528 = C00020 + MNXM148529 + C00070,,skipped (unbalanced)
RNTR3c2,C00063 + 2 cpd15465 + 2 C00080 = C00458 + 2 MNXM145809 + C00001,,skipped (unbalanced)
RNTR4c2,2 cpd15465 + 2 C00080 + C00075 = C00460 + 2 MNXM145809 + C00001,,skipped (unbalanced)
BWCOGDS1,MNXM148529 + C00044 + C00080 = MNXM148530 + C00013,,skipped (unbalanced)
BWCOGDS2,MNXM148530 + C00044 + C00080 = MNXM149209 + C00013,,skipped (unbalanced)
FLDR2,2 MNXM145809 + C00005 = 2 cpd15465 + C00080 + C00006,,skipped (unbalanced)
CDGS,C20239 + C00080 = C20248 + C00014,-57.62070065852981,ok
5MTRtpp, = 0 C03089 + 0 C00080,0.0,ok
TTRCYCtex,ttrcyc_e <=> ttrcyc_p,,skipped (unmapped)
DHNPTE,C04874 = MNXM148224,,skipped (unbalanced)
DHMPTR,MNXM148224 + C00080 + C00005 = C00006 + C21007,,skipped (unbalanced)
NOVBCNtpp, = 0 C00080 + 0 C05080,0.0,ok
CMtex,cm_e <=> cm_p,,skipped (unmapped)
TTRCYCtpp, = 0 C00080 + 0 C06570,0.0,ok
LALALGLUtex,LalaLglu_e <=> LalaLglu_p,,skipped (unmapped)
CBMD,C01563 + 2 C00080 = C00011 + C00014,-9.70474013560171,ok
LALADGLUtpp, = 0 C20957 + 0 C00080,0.0,ok
I2FE2SS,C01352 + 2 C14818 + 2 MNXM146402 + MNXM147128 = C00016 + 6 C00080 + 2 MNXM146401 + MNXM147129,,skipped (unbalanced)
I2FE2ST,4 C00080 + MNXM147129 = CHEBI:21134 + MNXM147128,0.0,ok
FESR,MNXM147396 + C14818 = CHEBI:33725,,skipped (unbalanced)
OXCOAHDH,C19975 + 2 C00001 + C00006 = C19945 + 2 C00080 + C00005,-10.799650237990363,ok
DHACOAH,CHEBI:67261 + C00001 = C14145,0.4321622071940965,ok
I2FE2SS2,C01352 + 2 C14818 + 2 MNXM146402 + MNXM147129 = C00016 + 6 C00080 + 2 MNXM146401 + MNXM148287,,skipped (unbalanced)
MSAR,C00080 + C00222 + C00005 = C01013 + C00006,-23.328358352916553,ok
I4FE4ST,4 C00080 + MNXM148286 = CHEBI:33725 + MNXM147128,,skipped (unbalanced)
S4FE4ST,4 C00080 + MNXM148511 = CHEBI:33725 + MNXM147307,,skipped (unbalanced)
THFAT,C00001 + C00445 = C03479 + C00080,45.3552629499427,ok
FOMETRi,C03479 + C00080 = C00001 + C00445,-45.3552629499427,ok
SLNTtex,slnt_e <=> slnt_p,,skipped (unmapped)
S2FE2SS2,C00002 + C01352 + 2 C14818 + C00001 + MNXM147308 + 2 MNXM147310 = C00008 + C00016 + 7 C00080 + C00009 + MNXM148512 + 2 MNXM147309,,skipped (unbalanced)
BTS5,CHEBI:21134 + C00019 + C01909 = MNXM147395 + C00120 + C05198 + C00080 + C00073,,skipped (unbalanced)
SELGTHR2,C18870 + C00080 + C00005 = MNXM148268 + C00051 + C00006,,skipped (unbalanced)
EX_LalaLglu_e,LalaLglu_e --> ,,skipped (unmapped)
